There is a filter on id3 to remove blanks. Drop them if you read them into a dataframe. Then the index will match the original df dataframe,,,,,,,,,,,,
href,ns1:meta,id,ns1:trees,language,direction,ns1:sentence,id2,id3,ns1:form,ns1:lemma,ns1:tag,ns1:no_space_after
tmt_schema.xml,,s61,,ta,S,rashyaT TayAripp Ana emai-17 helikAptar OtuTaLaTT iliruwTu puRappatta cila wimitangkaLukk uLLAkavE vipaTTukkuLLAnaTu kuRiTTu vicAraNai wataipeRRu varuvaT Aka cAvES TolaikkAtciyil pEcum pOTu TeriviTTAr .,StaM-s61,StaM-s61-w11,uLLAkavE,uLLAku,PP-------,0
tmt_schema.xml,,s61,,ta,S,rashyaT TayAripp Ana emai-17 helikAptar OtuTaLaTT iliruwTu puRappatta cila wimitangkaLukk uLLAkavE vipaTTukkuLLAnaTu kuRiTTu vicAraNai wataipeRRu varuvaT Aka cAvES TolaikkAtciyil pEcum pOTu TeriviTTAr .,StaM-s61,StaM-s61-w12,vipaTTukkuLLAnaTu,vipaTTukkuLLAku,VzND3SNAA,1
tmt_schema.xml,,s61,,ta,S,rashyaT TayAripp Ana emai-17 helikAptar OtuTaLaTT iliruwTu puRappatta cila wimitangkaLukk uLLAkavE vipaTTukkuLLAnaTu kuRiTTu vicAraNai wataipeRRu varuvaT Aka cAvES TolaikkAtciyil pEcum pOTu TeriviTTAr .,StaM-s61,StaM-s61-w13,kuRiTTu,kuRi,PP-------,0
tmt_schema.xml,,s61,,ta,S,rashyaT TayAripp Ana emai-17 helikAptar OtuTaLaTT iliruwTu puRappatta cila wimitangkaLukk uLLAkavE vipaTTukkuLLAnaTu kuRiTTu vicAraNai wataipeRRu varuvaT Aka cAvES TolaikkAtciyil pEcum pOTu TeriviTTAr .,StaM-s61,StaM-s61-w14,vicAraNai,vicAraNai,NNN-3SN--,0
tmt_schema.xml,,s61,,ta,S,rashyaT TayAripp Ana emai-17 helikAptar OtuTaLaTT iliruwTu puRappatta cila wimitangkaLukk uLLAkavE vipaTTukkuLLAnaTu kuRiTTu vicAraNai wataipeRRu varuvaT Aka cAvES TolaikkAtciyil pEcum pOTu TeriviTTAr .,StaM-s61,StaM-s61-w15,wataipeRRu,wataipeRu,Vt-T---AA,0
tmt_schema.xml,,s61,,ta,S,rashyaT TayAripp Ana emai-17 helikAptar OtuTaLaTT iliruwTu puRappatta cila wimitangkaLukk uLLAkavE vipaTTukkuLLAnaTu kuRiTTu vicAraNai wataipeRRu varuvaT Aka cAvES TolaikkAtciyil pEcum pOTu TeriviTTAr .,StaM-s61,StaM-s61-w16,varuvaT,varu,VzNF3SNAA,1
tmt_schema.xml,,s61,,ta,S,rashyaT TayAripp Ana emai-17 helikAptar OtuTaLaTT iliruwTu puRappatta cila wimitangkaLukk uLLAkavE vipaTTukkuLLAnaTu kuRiTTu vicAraNai wataipeRRu varuvaT Aka cAvES TolaikkAtciyil pEcum pOTu TeriviTTAr .,StaM-s61,StaM-s61-w17,Aka,Aka,Tg-------,0
tmt_schema.xml,,s61,,ta,S,rashyaT TayAripp Ana emai-17 helikAptar OtuTaLaTT iliruwTu puRappatta cila wimitangkaLukk uLLAkavE vipaTTukkuLLAnaTu kuRiTTu vicAraNai wataipeRRu varuvaT Aka cAvES TolaikkAtciyil pEcum pOTu TeriviTTAr .,StaM-s61,StaM-s61-w18,cAvES,cAvES,NEN-3SH--,0
tmt_schema.xml,,s61,,ta,S,rashyaT TayAripp Ana emai-17 helikAptar OtuTaLaTT iliruwTu puRappatta cila wimitangkaLukk uLLAkavE vipaTTukkuLLAnaTu kuRiTTu vicAraNai wataipeRRu varuvaT Aka cAvES TolaikkAtciyil pEcum pOTu TeriviTTAr .,StaM-s61,StaM-s61-w19,TolaikkAtciyil,TolaikkAtci,NNL-3SN--,0
tmt_schema.xml,,s61,,ta,S,rashyaT TayAripp Ana emai-17 helikAptar OtuTaLaTT iliruwTu puRappatta cila wimitangkaLukk uLLAkavE vipaTTukkuLLAnaTu kuRiTTu vicAraNai wataipeRRu varuvaT Aka cAvES TolaikkAtciyil pEcum pOTu TeriviTTAr .,StaM-s61,StaM-s61-w20,pEcum,pEcu,Jd-F----A,0
tmt_schema.xml,,s61,,ta,S,rashyaT TayAripp Ana emai-17 helikAptar OtuTaLaTT iliruwTu puRappatta cila wimitangkaLukk uLLAkavE vipaTTukkuLLAnaTu kuRiTTu vicAraNai wataipeRRu varuvaT Aka cAvES TolaikkAtciyil pEcum pOTu TeriviTTAr .,StaM-s61,StaM-s61-w21,pOTu,pOTu,Tn-------,0
tmt_schema.xml,,s61,,ta,S,rashyaT TayAripp Ana emai-17 helikAptar OtuTaLaTT iliruwTu puRappatta cila wimitangkaLukk uLLAkavE vipaTTukkuLLAnaTu kuRiTTu vicAraNai wataipeRRu varuvaT Aka cAvES TolaikkAtciyil pEcum pOTu TeriviTTAr .,StaM-s61,StaM-s61-w22,TeriviTTAr,Terivi,Vr-D3SHAA,0
tmt_schema.xml,,s61,,ta,S,rashyaT TayAripp Ana emai-17 helikAptar OtuTaLaTT iliruwTu puRappatta cila wimitangkaLukk uLLAkavE vipaTTukkuLLAnaTu kuRiTTu vicAraNai wataipeRRu varuvaT Aka cAvES TolaikkAtciyil pEcum pOTu TeriviTTAr .,StaM-s61,StaM-s61-w23,.,.,Z#-------,0
tmt_schema.xml,,s61,,ta,S,rashyaT TayAripp Ana emai-17 helikAptar OtuTaLaTT iliruwTu puRappatta cila wimitangkaLukk uLLAkavE vipaTTukkuLLAnaTu kuRiTTu vicAraNai wataipeRRu varuvaT Aka cAvES TolaikkAtciyil pEcum pOTu TeriviTTAr .,,,,,,
tmt_schema.xml,,s61,,ta,S,rashyaT TayAripp Ana emai-17 helikAptar OtuTaLaTT iliruwTu puRappatta cila wimitangkaLukk uLLAkavE vipaTTukkuLLAnaTu kuRiTTu vicAraNai wataipeRRu varuvaT Aka cAvES TolaikkAtciyil pEcum pOTu TeriviTTAr .,,,,,,
tmt_schema.xml,,s61,,ta,S,rashyaT TayAripp Ana emai-17 helikAptar OtuTaLaTT iliruwTu puRappatta cila wimitangkaLukk uLLAkavE vipaTTukkuLLAnaTu kuRiTTu vicAraNai wataipeRRu varuvaT Aka cAvES TolaikkAtciyil pEcum pOTu TeriviTTAr .,,,,,,
tmt_schema.xml,,s61,,ta,S,rashyaT TayAripp Ana emai-17 helikAptar OtuTaLaTT iliruwTu puRappatta cila wimitangkaLukk uLLAkavE vipaTTukkuLLAnaTu kuRiTTu vicAraNai wataipeRRu varuvaT Aka cAvES TolaikkAtciyil pEcum pOTu TeriviTTAr .,,,,,,
tmt_schema.xml,,s61,,ta,S,rashyaT TayAripp Ana emai-17 helikAptar OtuTaLaTT iliruwTu puRappatta cila wimitangkaLukk uLLAkavE vipaTTukkuLLAnaTu kuRiTTu vicAraNai wataipeRRu varuvaT Aka cAvES TolaikkAtciyil pEcum pOTu TeriviTTAr .,,,,,,
tmt_schema.xml,,s61,,ta,S,rashyaT TayAripp Ana emai-17 helikAptar OtuTaLaTT iliruwTu puRappatta cila wimitangkaLukk uLLAkavE vipaTTukkuLLAnaTu kuRiTTu vicAraNai wataipeRRu varuvaT Aka cAvES TolaikkAtciyil pEcum pOTu TeriviTTAr .,,,,,,
tmt_schema.xml,,s61,,ta,S,rashyaT TayAripp Ana emai-17 helikAptar OtuTaLaTT iliruwTu puRappatta cila wimitangkaLukk uLLAkavE vipaTTukkuLLAnaTu kuRiTTu vicAraNai wataipeRRu varuvaT Aka cAvES TolaikkAtciyil pEcum pOTu TeriviTTAr .,,,,,,
tmt_schema.xml,,s61,,ta,S,rashyaT TayAripp Ana emai-17 helikAptar OtuTaLaTT iliruwTu puRappatta cila wimitangkaLukk uLLAkavE vipaTTukkuLLAnaTu kuRiTTu vicAraNai wataipeRRu varuvaT Aka cAvES TolaikkAtciyil pEcum pOTu TeriviTTAr .,,,,,,
tmt_schema.xml,,s61,,ta,S,rashyaT TayAripp Ana emai-17 helikAptar OtuTaLaTT iliruwTu puRappatta cila wimitangkaLukk uLLAkavE vipaTTukkuLLAnaTu kuRiTTu vicAraNai wataipeRRu varuvaT Aka cAvES TolaikkAtciyil pEcum pOTu TeriviTTAr .,,,,,,
tmt_schema.xml,,s62,,ta,S,TenmERku apUr mAwilaTTil pOTaimaruwTu kataTTalil Itupatt uLLa kuzuvinaraiT TEtum paNiyil Itupatt iruwTa pOTu awTa helikAptar vipaTTukkuLLAnaT Aka TEciya pATukAppup pataiyin Talaivar lUyiS AlqpratO TeriviTTAr .,StaM-s62,StaM-s62-w1,TenmERku,TenmERku,NNN-3SN--,0
tmt_schema.xml,,s62,,ta,S,TenmERku apUr mAwilaTTil pOTaimaruwTu kataTTalil Itupatt uLLa kuzuvinaraiT TEtum paNiyil Itupatt iruwTa pOTu awTa helikAptar vipaTTukkuLLAnaT Aka TEciya pATukAppup pataiyin Talaivar lUyiS AlqpratO TeriviTTAr .,StaM-s62,StaM-s62-w2,apUr,apUr,NEN-3SN--,0
tmt_schema.xml,,s62,,ta,S,TenmERku apUr mAwilaTTil pOTaimaruwTu kataTTalil Itupatt uLLa kuzuvinaraiT TEtum paNiyil Itupatt iruwTa pOTu awTa helikAptar vipaTTukkuLLAnaT Aka TEciya pATukAppup pataiyin Talaivar lUyiS AlqpratO TeriviTTAr .,StaM-s62,StaM-s62-w3,mAwilaTTil,mAwilam,NNL-3SN--,0
tmt_schema.xml,,s62,,ta,S,TenmERku apUr mAwilaTTil pOTaimaruwTu kataTTalil Itupatt uLLa kuzuvinaraiT TEtum paNiyil Itupatt iruwTa pOTu awTa helikAptar vipaTTukkuLLAnaT Aka TEciya pATukAppup pataiyin Talaivar lUyiS AlqpratO TeriviTTAr .,StaM-s62,StaM-s62-w4,pOTaimaruwTu,pOTaimaruwTu,NNN-3SN--,0
tmt_schema.xml,,s62,,ta,S,TenmERku apUr mAwilaTTil pOTaimaruwTu kataTTalil Itupatt uLLa kuzuvinaraiT TEtum paNiyil Itupatt iruwTa pOTu awTa helikAptar vipaTTukkuLLAnaT Aka TEciya pATukAppup pataiyin Talaivar lUyiS AlqpratO TeriviTTAr .,StaM-s62,StaM-s62-w5,kataTTalil,kataTTal,NNL-3SN--,0
tmt_schema.xml,,s62,,ta,S,TenmERku apUr mAwilaTTil pOTaimaruwTu kataTTalil Itupatt uLLa kuzuvinaraiT TEtum paNiyil Itupatt iruwTa pOTu awTa helikAptar vipaTTukkuLLAnaT Aka TEciya pATukAppup pataiyin Talaivar lUyiS AlqpratO TeriviTTAr .,StaM-s62,StaM-s62-w6,Itupatt,Itupatu,Vt-T---AA,1
tmt_schema.xml,,s62,,ta,S,TenmERku apUr mAwilaTTil pOTaimaruwTu kataTTalil Itupatt uLLa kuzuvinaraiT TEtum paNiyil Itupatt iruwTa pOTu awTa helikAptar vipaTTukkuLLAnaT Aka TEciya pATukAppup pataiyin Talaivar lUyiS AlqpratO TeriviTTAr .,StaM-s62,StaM-s62-w7,uLLa,uL,Jd-T----A,0
tmt_schema.xml,,s62,,ta,S,TenmERku apUr mAwilaTTil pOTaimaruwTu kataTTalil Itupatt uLLa kuzuvinaraiT TEtum paNiyil Itupatt iruwTa pOTu awTa helikAptar vipaTTukkuLLAnaT Aka TEciya pATukAppup pataiyin Talaivar lUyiS AlqpratO TeriviTTAr .,StaM-s62,StaM-s62-w8,kuzuvinaraiT,kuzuvinar,NNA-3PA--,0
tmt_schema.xml,,s62,,ta,S,TenmERku apUr mAwilaTTil pOTaimaruwTu kataTTalil Itupatt uLLa kuzuvinaraiT TEtum paNiyil Itupatt iruwTa pOTu awTa helikAptar vipaTTukkuLLAnaT Aka TEciya pATukAppup pataiyin Talaivar lUyiS AlqpratO TeriviTTAr .,StaM-s62,StaM-s62-w9,TEtum,TEtu,Jd-F----A,0
tmt_schema.xml,,s62,,ta,S,TenmERku apUr mAwilaTTil pOTaimaruwTu kataTTalil Itupatt uLLa kuzuvinaraiT TEtum paNiyil Itupatt iruwTa pOTu awTa helikAptar vipaTTukkuLLAnaT Aka TEciya pATukAppup pataiyin Talaivar lUyiS AlqpratO TeriviTTAr .,StaM-s62,StaM-s62-w10,paNiyil,paNi,NNL-3SN--,0
tmt_schema.xml,,s62,,ta,S,TenmERku apUr mAwilaTTil pOTaimaruwTu kataTTalil Itupatt uLLa kuzuvinaraiT TEtum paNiyil Itupatt iruwTa pOTu awTa helikAptar vipaTTukkuLLAnaT Aka TEciya pATukAppup pataiyin Talaivar lUyiS AlqpratO TeriviTTAr .,StaM-s62,StaM-s62-w11,Itupatt,Itupatu,Vt-T---AA,1
tmt_schema.xml,,s62,,ta,S,TenmERku apUr mAwilaTTil pOTaimaruwTu kataTTalil Itupatt uLLa kuzuvinaraiT TEtum paNiyil Itupatt iruwTa pOTu awTa helikAptar vipaTTukkuLLAnaT Aka TEciya pATukAppup pataiyin Talaivar lUyiS AlqpratO TeriviTTAr .,StaM-s62,StaM-s62-w12,iruwTa,iru,Jd-D----A,0
tmt_schema.xml,,s62,,ta,S,TenmERku apUr mAwilaTTil pOTaimaruwTu kataTTalil Itupatt uLLa kuzuvinaraiT TEtum paNiyil Itupatt iruwTa pOTu awTa helikAptar vipaTTukkuLLAnaT Aka TEciya pATukAppup pataiyin Talaivar lUyiS AlqpratO TeriviTTAr .,StaM-s62,StaM-s62-w13,pOTu,pOTu,Tn-------,0
tmt_schema.xml,,s62,,ta,S,TenmERku apUr mAwilaTTil pOTaimaruwTu kataTTalil Itupatt uLLa kuzuvinaraiT TEtum paNiyil Itupatt iruwTa pOTu awTa helikAptar vipaTTukkuLLAnaT Aka TEciya pATukAppup pataiyin Talaivar lUyiS AlqpratO TeriviTTAr .,StaM-s62,StaM-s62-w14,awTa,awTa,DD-------,0
tmt_schema.xml,,s62,,ta,S,TenmERku apUr mAwilaTTil pOTaimaruwTu kataTTalil Itupatt uLLa kuzuvinaraiT TEtum paNiyil Itupatt iruwTa pOTu awTa helikAptar vipaTTukkuLLAnaT Aka TEciya pATukAppup pataiyin Talaivar lUyiS AlqpratO TeriviTTAr .,StaM-s62,StaM-s62-w15,helikAptar,helikAptar,NEN-3SN--,0
tmt_schema.xml,,s62,,ta,S,TenmERku apUr mAwilaTTil pOTaimaruwTu kataTTalil Itupatt uLLa kuzuvinaraiT TEtum paNiyil Itupatt iruwTa pOTu awTa helikAptar vipaTTukkuLLAnaT Aka TEciya pATukAppup pataiyin Talaivar lUyiS AlqpratO TeriviTTAr .,StaM-s62,StaM-s62-w16,vipaTTukkuLLAnaT,vipaTTukkuLLAku,VzND3SNAA,1
tmt_schema.xml,,s62,,ta,S,TenmERku apUr mAwilaTTil pOTaimaruwTu kataTTalil Itupatt uLLa kuzuvinaraiT TEtum paNiyil Itupatt iruwTa pOTu awTa helikAptar vipaTTukkuLLAnaT Aka TEciya pATukAppup pataiyin Talaivar lUyiS AlqpratO TeriviTTAr .,StaM-s62,StaM-s62-w17,Aka,Aka,Tg-------,0
tmt_schema.xml,,s62,,ta,S,TenmERku apUr mAwilaTTil pOTaimaruwTu kataTTalil Itupatt uLLa kuzuvinaraiT TEtum paNiyil Itupatt iruwTa pOTu awTa helikAptar vipaTTukkuLLAnaT Aka TEciya pATukAppup pataiyin Talaivar lUyiS AlqpratO TeriviTTAr .,StaM-s62,StaM-s62-w18,TEciya,TEciyam,JJ-------,0
tmt_schema.xml,,s62,,ta,S,TenmERku apUr mAwilaTTil pOTaimaruwTu kataTTalil Itupatt uLLa kuzuvinaraiT TEtum paNiyil Itupatt iruwTa pOTu awTa helikAptar vipaTTukkuLLAnaT Aka TEciya pATukAppup pataiyin Talaivar lUyiS AlqpratO TeriviTTAr .,StaM-s62,StaM-s62-w19,pATukAppup,pATukAppu,NNN-3SN--,0
tmt_schema.xml,,s62,,ta,S,TenmERku apUr mAwilaTTil pOTaimaruwTu kataTTalil Itupatt uLLa kuzuvinaraiT TEtum paNiyil Itupatt iruwTa pOTu awTa helikAptar vipaTTukkuLLAnaT Aka TEciya pATukAppup pataiyin Talaivar lUyiS AlqpratO TeriviTTAr .,StaM-s62,StaM-s62-w20,pataiyin,patai,NNG-3SN--,0
tmt_schema.xml,,s62,,ta,S,TenmERku apUr mAwilaTTil pOTaimaruwTu kataTTalil Itupatt uLLa kuzuvinaraiT TEtum paNiyil Itupatt iruwTa pOTu awTa helikAptar vipaTTukkuLLAnaT Aka TEciya pATukAppup pataiyin Talaivar lUyiS AlqpratO TeriviTTAr .,StaM-s62,StaM-s62-w21,Talaivar,Talaivar,NNN-3SH--,0
tmt_schema.xml,,s62,,ta,S,TenmERku apUr mAwilaTTil pOTaimaruwTu kataTTalil Itupatt uLLa kuzuvinaraiT TEtum paNiyil Itupatt iruwTa pOTu awTa helikAptar vipaTTukkuLLAnaT Aka TEciya pATukAppup pataiyin Talaivar lUyiS AlqpratO TeriviTTAr .,StaM-s62,StaM-s62-w22,lUyiS,lUyiS,NEN-3SH--,0
tmt_schema.xml,,s62,,ta,S,TenmERku apUr mAwilaTTil pOTaimaruwTu kataTTalil Itupatt uLLa kuzuvinaraiT TEtum paNiyil Itupatt iruwTa pOTu awTa helikAptar vipaTTukkuLLAnaT Aka TEciya pATukAppup pataiyin Talaivar lUyiS AlqpratO TeriviTTAr .,StaM-s62,StaM-s62-w23,AlqpratO,AlqpratO,NEN-3SH--,0
tmt_schema.xml,,s62,,ta,S,TenmERku apUr mAwilaTTil pOTaimaruwTu kataTTalil Itupatt uLLa kuzuvinaraiT TEtum paNiyil Itupatt iruwTa pOTu awTa helikAptar vipaTTukkuLLAnaT Aka TEciya pATukAppup pataiyin Talaivar lUyiS AlqpratO TeriviTTAr .,StaM-s62,StaM-s62-w24,TeriviTTAr,Terivi,Vr-D3SHAA,0
tmt_schema.xml,,s62,,ta,S,TenmERku apUr mAwilaTTil pOTaimaruwTu kataTTalil Itupatt uLLa kuzuvinaraiT TEtum paNiyil Itupatt iruwTa pOTu awTa helikAptar vipaTTukkuLLAnaT Aka TEciya pATukAppup pataiyin Talaivar lUyiS AlqpratO TeriviTTAr .,StaM-s62,StaM-s62-w25,.,.,Z#-------,0
tmt_schema.xml,,s62,,ta,S,TenmERku apUr mAwilaTTil pOTaimaruwTu kataTTalil Itupatt uLLa kuzuvinaraiT TEtum paNiyil Itupatt iruwTa pOTu awTa helikAptar vipaTTukkuLLAnaT Aka TEciya pATukAppup pataiyin Talaivar lUyiS AlqpratO TeriviTTAr .,,,,,,
tmt_schema.xml,,s62,,ta,S,TenmERku apUr mAwilaTTil pOTaimaruwTu kataTTalil Itupatt uLLa kuzuvinaraiT TEtum paNiyil Itupatt iruwTa pOTu awTa helikAptar vipaTTukkuLLAnaT Aka TEciya pATukAppup pataiyin Talaivar lUyiS AlqpratO TeriviTTAr .,,,,,,
tmt_schema.xml,,s62,,ta,S,TenmERku apUr mAwilaTTil pOTaimaruwTu kataTTalil Itupatt uLLa kuzuvinaraiT TEtum paNiyil Itupatt iruwTa pOTu awTa helikAptar vipaTTukkuLLAnaT Aka TEciya pATukAppup pataiyin Talaivar lUyiS AlqpratO TeriviTTAr .,,,,,,
tmt_schema.xml,,s62,,ta,S,TenmERku apUr mAwilaTTil pOTaimaruwTu kataTTalil Itupatt uLLa kuzuvinaraiT TEtum paNiyil Itupatt iruwTa pOTu awTa helikAptar vipaTTukkuLLAnaT Aka TEciya pATukAppup pataiyin Talaivar lUyiS AlqpratO TeriviTTAr .,,,,,,
tmt_schema.xml,,s62,,ta,S,TenmERku apUr mAwilaTTil pOTaimaruwTu kataTTalil Itupatt uLLa kuzuvinaraiT TEtum paNiyil Itupatt iruwTa pOTu awTa helikAptar vipaTTukkuLLAnaT Aka TEciya pATukAppup pataiyin Talaivar lUyiS AlqpratO TeriviTTAr .,,,,,,
tmt_schema.xml,,s62,,ta,S,TenmERku apUr mAwilaTTil pOTaimaruwTu kataTTalil Itupatt uLLa kuzuvinaraiT TEtum paNiyil Itupatt iruwTa pOTu awTa helikAptar vipaTTukkuLLAnaT Aka TEciya pATukAppup pataiyin Talaivar lUyiS AlqpratO TeriviTTAr .,,,,,,
tmt_schema.xml,,s62,,ta,S,TenmERku apUr mAwilaTTil pOTaimaruwTu kataTTalil Itupatt uLLa kuzuvinaraiT TEtum paNiyil Itupatt iruwTa pOTu awTa helikAptar vipaTTukkuLLAnaT Aka TEciya pATukAppup pataiyin Talaivar lUyiS AlqpratO TeriviTTAr .,,,,,,
tmt_schema.xml,,s62,,ta,S,TenmERku apUr mAwilaTTil pOTaimaruwTu kataTTalil Itupatt uLLa kuzuvinaraiT TEtum paNiyil Itupatt iruwTa pOTu awTa helikAptar vipaTTukkuLLAnaT Aka TEciya pATukAppup pataiyin Talaivar lUyiS AlqpratO TeriviTTAr .,,,,,,
tmt_schema.xml,,s63,,ta,S,kangkaiyai mAcupatuTTiya 65 ToziRcAlaikaL mUtap pattu vittaT Aka uTTarappiraTEca mAcukkattuppAttu vAriyam TeriviTT uLLaTu .,StaM-s63,StaM-s63-w1,kangkaiyai,kangkai,NEA-3SN--,0
tmt_schema.xml,,s63,,ta,S,kangkaiyai mAcupatuTTiya 65 ToziRcAlaikaL mUtap pattu vittaT Aka uTTarappiraTEca mAcukkattuppAttu vAriyam TeriviTT uLLaTu .,StaM-s63,StaM-s63-w2,mAcupatuTTiya,mAcupatuTTu,Jd-D----A,0
tmt_schema.xml,,s63,,ta,S,kangkaiyai mAcupatuTTiya 65 ToziRcAlaikaL mUtap pattu vittaT Aka uTTarappiraTEca mAcukkattuppAttu vAriyam TeriviTT uLLaTu .,StaM-s63,StaM-s63-w3,65,65,U=-------,0
tmt_schema.xml,,s63,,ta,S,kangkaiyai mAcupatuTTiya 65 ToziRcAlaikaL mUtap pattu vittaT Aka uTTarappiraTEca mAcukkattuppAttu vAriyam TeriviTT uLLaTu .,StaM-s63,StaM-s63-w4,ToziRcAlaikaL,ToziRcAlai,NNN-3PN--,0
tmt_schema.xml,,s63,,ta,S,kangkaiyai mAcupatuTTiya 65 ToziRcAlaikaL mUtap pattu vittaT Aka uTTarappiraTEca mAcukkattuppAttu vAriyam TeriviTT uLLaTu .,StaM-s63,StaM-s63-w5,mUtap,mUtu,Vu-T---AA,1
tmt_schema.xml,,s63,,ta,S,kangkaiyai mAcupatuTTiya 65 ToziRcAlaikaL mUtap pattu vittaT Aka uTTarappiraTEca mAcukkattuppAttu vAriyam TeriviTT uLLaTu .,StaM-s63,StaM-s63-w6,pattu,patu,VT-T---PA,0
tmt_schema.xml,,s63,,ta,S,kangkaiyai mAcupatuTTiya 65 ToziRcAlaikaL mUtap pattu vittaT Aka uTTarappiraTEca mAcukkattuppAttu vAriyam TeriviTT uLLaTu .,StaM-s63,StaM-s63-w7,vittaT,vitu,VZND3SNAA,1
tmt_schema.xml,,s63,,ta,S,kangkaiyai mAcupatuTTiya 65 ToziRcAlaikaL mUtap pattu vittaT Aka uTTarappiraTEca mAcukkattuppAttu vAriyam TeriviTT uLLaTu .,StaM-s63,StaM-s63-w8,Aka,Aka,Tg-------,0
tmt_schema.xml,,s63,,ta,S,kangkaiyai mAcupatuTTiya 65 ToziRcAlaikaL mUtap pattu vittaT Aka uTTarappiraTEca mAcukkattuppAttu vAriyam TeriviTT uLLaTu .,StaM-s63,StaM-s63-w9,uTTarappiraTEca,uTTarappiraTEca,NO--3SN--,0
tmt_schema.xml,,s63,,ta,S,kangkaiyai mAcupatuTTiya 65 ToziRcAlaikaL mUtap pattu vittaT Aka uTTarappiraTEca mAcukkattuppAttu vAriyam TeriviTT uLLaTu .,StaM-s63,StaM-s63-w10,mAcukkattuppAttu,mAcukkattuppAtu,NO--3SN--,0
tmt_schema.xml,,s63,,ta,S,kangkaiyai mAcupatuTTiya 65 ToziRcAlaikaL mUtap pattu vittaT Aka uTTarappiraTEca mAcukkattuppAttu vAriyam TeriviTT uLLaTu .,StaM-s63,StaM-s63-w11,vAriyam,vAriyam,NNN-3SN--,0
tmt_schema.xml,,s63,,ta,S,kangkaiyai mAcupatuTTiya 65 ToziRcAlaikaL mUtap pattu vittaT Aka uTTarappiraTEca mAcukkattuppAttu vAriyam TeriviTT uLLaTu .,StaM-s63,StaM-s63-w12,TeriviTT,Terivi,Vt-T---AA,1
tmt_schema.xml,,s63,,ta,S,kangkaiyai mAcupatuTTiya 65 ToziRcAlaikaL mUtap pattu vittaT Aka uTTarappiraTEca mAcukkattuppAttu vAriyam TeriviTT uLLaTu .,StaM-s63,StaM-s63-w13,uLLaTu,uL,VR-T3SNAA,0
tmt_schema.xml,,s63,,ta,S,kangkaiyai mAcupatuTTiya 65 ToziRcAlaikaL mUtap pattu vittaT Aka uTTarappiraTEca mAcukkattuppAttu vAriyam TeriviTT uLLaTu .,StaM-s63,StaM-s63-w14,.,.,Z#-------,0
tmt_schema.xml,,s63,,ta,S,kangkaiyai mAcupatuTTiya 65 ToziRcAlaikaL mUtap pattu vittaT Aka uTTarappiraTEca mAcukkattuppAttu vAriyam TeriviTT uLLaTu .,,,,,,
tmt_schema.xml,,s63,,ta,S,kangkaiyai mAcupatuTTiya 65 ToziRcAlaikaL mUtap pattu vittaT Aka uTTarappiraTEca mAcukkattuppAttu vAriyam TeriviTT uLLaTu .,,,,,,
tmt_schema.xml,,s63,,ta,S,kangkaiyai mAcupatuTTiya 65 ToziRcAlaikaL mUtap pattu vittaT Aka uTTarappiraTEca mAcukkattuppAttu vAriyam TeriviTT uLLaTu .,,,,,,
tmt_schema.xml,,s63,,ta,S,kangkaiyai mAcupatuTTiya 65 ToziRcAlaikaL mUtap pattu vittaT Aka uTTarappiraTEca mAcukkattuppAttu vAriyam TeriviTT uLLaTu .,,,,,,
tmt_schema.xml,,s63,,ta,S,kangkaiyai mAcupatuTTiya 65 ToziRcAlaikaL mUtap pattu vittaT Aka uTTarappiraTEca mAcukkattuppAttu vAriyam TeriviTT uLLaTu .,,,,,,
tmt_schema.xml,,s63,,ta,S,kangkaiyai mAcupatuTTiya 65 ToziRcAlaikaL mUtap pattu vittaT Aka uTTarappiraTEca mAcukkattuppAttu vAriyam TeriviTT uLLaTu .,,,,,,
tmt_schema.xml,,s63,,ta,S,kangkaiyai mAcupatuTTiya 65 ToziRcAlaikaL mUtap pattu vittaT Aka uTTarappiraTEca mAcukkattuppAttu vAriyam TeriviTT uLLaTu .,,,,,,
tmt_schema.xml,,s63,,ta,S,kangkaiyai mAcupatuTTiya 65 ToziRcAlaikaL mUtap pattu vittaT Aka uTTarappiraTEca mAcukkattuppAttu vAriyam TeriviTT uLLaTu .,,,,,,
tmt_schema.xml,,s64,,ta,S,"AkaSt 28-m TETi kAnpUr aiaiti ERpAtu ceyT iruwTa kangkai ARRu waTiwIrp patukai wirvAkap payilarangkil pangkERRup pEciya maTTiya amaiccar jeyrAm ramEsh , kangkaiyai cuTTappatuTTuvaTil uTTarappiraTEca mAcuk kattuppAttu vAriyaTTin ceyalinmai kuRiTTu vimarciTT iruwTAr .",StaM-s64,StaM-s64-w1,AkaSt,AkaSt,NNN-3SN--,0
tmt_schema.xml,,s64,,ta,S,"AkaSt 28-m TETi kAnpUr aiaiti ERpAtu ceyT iruwTa kangkai ARRu waTiwIrp patukai wirvAkap payilarangkil pangkERRup pEciya maTTiya amaiccar jeyrAm ramEsh , kangkaiyai cuTTappatuTTuvaTil uTTarappiraTEca mAcuk kattuppAttu vAriyaTTin ceyalinmai kuRiTTu vimarciTT iruwTAr .",StaM-s64,StaM-s64-w2,28-m,28,Uy-------,0
